Age, Income , LoanAmount, CreditScore, EmploymentYears, ExistingLoans, MonthlyDebt, LoanTerm, PreviousDefault, HomeOwnership, Default
 25,  567672,      50000,         783,               7,             4,       31695,       36, No             , Own          ,       0
 55, 1224630,     756873,         772,              13,             1,       18754,       36, No             , Mortgage     ,       0
 31,  877549,     492819,         559,              13,             4,       37930,       36, No             , Rent         ,       1
 31, 1490286,     630377,         594,              13,             0,           0,       36, No             , Rent         ,       0
 63,  610759,     497903,         611,              29,             5,       37103,       36, No             , Own          ,       0
 47,  199045,     738939,         842,              22,             5,       36609,       36, No             , Rent         ,       0
 36,  150000,     335595,         781,              18,             5,       40415,       36, No             , Rent         ,       0
 54,  810091,     148148,         656,              15,             1,       31671,       84, Yes            , Mortgage     ,       1
 35,  859384,     428654,         723,              14,             4,       19219,       60, No             , Mortgage     ,       0
 60,  649645,      50000,         815,               8,             1,       19112,       60, Yes            , Own          ,       1
 43,  767209,     299847,         446,               0,             3,       27478,       60, No             , Own          ,       0
 64,  552945,     212170,         647,               5,             3,       40084,       84, No             , Mortgage     ,       0
 38,  290852,      56412,         695,               0,             3,       33615,       36, No             , Mortgage     ,       0
 54,  761638,     119884,         613,              12,             5,       29325,       24, No             , Mortgage     ,       1
 33, 1358942,     544927,         613,              15,             0,       19825,       36, No             , Mortgage     ,       0
 25, 1340354,     971755,         738,               7,             0,           0,       60, No             , Rent         ,       0
 33,  150000,     794251,         628,              15,             0,       16331,       48, No             , Rent         ,       1
 33,  263435,     417495,         607,              12,             1,        8649,       36, No             , Rent         ,       1
 62,  597637,     975617,         838,              26,             0,        6863,       60, Yes            , Rent         ,       0
 59,  916542,    1145336,         784,              10,             2,       20831,       36, No             , Own          ,       0
 59,  749079,     339118,         530,              12,             5,       47623,       36, No             , Own          ,       1
 56,  409163,     673519,         588,               7,             1,       13639,       36, No             , Rent         ,       0
 38,  507405,     187098,         738,              15,             1,        4607,       36, No             , Rent         ,       0
 47, 1321921,     291506,         616,               7,             2,       14525,       60, No             , Rent         ,       0
 64,  920389,     573380,         816,               5,             4,       25664,       36, No             , Rent         ,       0
 62,  253555,      50000,         716,               9,             0,       22812,       36, No             , Rent         ,       1
 64, 1265279,     613288,         523,              25,             4,       38041,       60, No             , Mortgage     ,       0
 31,  884431,     566987,         539,              13,             3,       29395,       60, No             , Rent         ,       0
 54,  925203,     353258,         682,              30,             5,       36526,       60, No             , Own          ,       0
 63,  649465,      50000,         592,              19,             3,        6274,       36, No             , Own          ,       1
 46,  785897,     646084,         670,               2,             1,       11432,       60, No             , Mortgage     ,       0
 21,  220045,     759885,         683,               3,             1,        9433,       48, No             , Rent         ,       0
 48,  538198,     367062,         685,              20,             3,       32796,       48, No             , Rent         ,       0
 49,  954371,     432777,         615,               9,             5,       32209,       48, No             , Rent         ,       0
 30,  383754,     920200,         482,              12,             1,       24512,       60, No             , Own          ,       1
 35,  554440,    1100226,         704,               2,             4,       33421,       60, No             , Rent         ,       1
 54,  791817,     265651,         661,              16,             4,       17620,       60, No             , Mortgage     ,       0
 55,  550208,     185266,         625,              29,             5,       12351,       48, Yes            , Rent         ,       1
 31,  767620,     649030,         850,              13,             0,       17755,       60, No             , Rent         ,       0
 63,  150000,      50000,         683,              10,             4,       35049,       36, No             , Mortgage     ,       0
 62, 1081627,    1121486,         666,              30,             1,       20709,       60, No             , Rent         ,       1
 37, 1118797,     342633,         759,               6,             5,       30230,       48, No             , Rent         ,       0
 27, 1410844,     675010,         590,               8,             1,       14801,       60, No             , Mortgage     ,       0
 38,  437073,     753262,         725,              20,             5,       44392,       24, No             , Rent         ,       1
 36,  844063,     371750,         528,               7,             2,       26386,       36, No             , Rent         ,       0
 48,  785059,     790070,         580,              30,             3,       33858,       60, Yes            , Own          ,       1
 61,  530683,     841267,         653,              22,             4,       48599,       36, No             , Rent         ,       1
 55,  655967,     848884,         650,              30,             3,       16216,       36, No             , Own          ,       0
 22,  215221,     137854,         681,               4,             5,       29577,       24, No             , Rent         ,       0
 22,  227004,     424238,         502,               4,             0,       20776,       84, No             , Rent         ,       1
 42,  694964,     378899,         537,              17,             1,       32939,       36, No             , Mortgage     ,       0
 35, 1074833,     383685,         585,               8,             1,       25181,       60, No             , Rent         ,       0
 57,  499858,     322543,         497,              28,             4,       38305,       60, No             , Rent         ,       0
 38,  150000,     902133,         850,               8,             5,       28253,       60, No             , Own          ,       0
 51,  871399,      50000,         625,              23,             5,       55096,       24, No             , Mortgage     ,       0
 26,  455118,     544686,         842,               8,             2,       34319,       84, No             , Rent         ,       0
 65,  150000,      50000,         671,              19,             1,       16314,       24, No             , Mortgage     ,       0
 32,  990830,      50000,         630,              14,             5,       38387,       60, No             , Rent         ,       0
 43,  447893,    1522000,         659,               5,             4,       35692,       60, No             , Rent         ,       0
 30, 1161200,     801159,         642,              12,             4,       39969,       24, No             , Rent         ,       0
 36,  743194,     624900,         739,              18,             1,       15825,       60, Yes            , Rent         ,       0
 28, 1055282,      61718,         807,              10,             4,       22521,       48, No             , Own          ,       0
 57,  278454,     502229,         750,               6,             2,       19838,       48, No             , Rent         ,       1
 49,  686426,      50000,         571,               5,             4,       41981,       48, No             , Rent         ,       0
 61,  929345,    1305407,         617,               3,             5,       33398,       60, No             , Own          ,       1
 38,  739782,     672730,         850,              15,             1,       14421,       60, No             , Rent         ,       0
 36,  740370,     563589,         772,               9,             2,       35970,       36, No             , Own          ,       0
 54,  150000,     520567,         771,              27,             4,       26897,       24, No             , Mortgage     ,       1
 46,  341563,     507298,         594,              20,             2,       27759,       12, No             , Rent         ,       0
 37,  851848,     536268,         646,              16,             2,       26382,       60, No             , Rent         ,       0
 50,  627402,     231037,         759,              12,             1,       16298,       48, No             , Mortgage     ,       0
 48,  597064,     973374,         647,               4,             3,       27524,       60, No             , Rent         ,       1
 48, 1207912,     491428,         802,              28,             4,       48152,       12, No             , Mortgage     ,       0
 38,  400165,     883228,         525,              20,             2,        6318,       60, No             , Own          ,       1
 65,  783624,      59053,         613,              20,             3,       29664,       36, No             , Rent         ,       0
 52,  582202,     673592,         674,               8,             2,       24671,       36, No             , Mortgage     ,       1
 65, 1220485,    1081933,         805,              16,             5,       47705,       36, No             , Rent         ,       0
 55, 1120085,     526383,         699,              21,             4,       37800,       60, No             , Rent         ,       0
 59,  567709,     993785,         794,              26,             1,        2460,       36, No             , Rent         ,       0
 63,  616068,     785001,         711,              25,             2,       23967,       36, Yes            , Own          ,       1
 36,  740579,     517850,         731,              18,             2,       16975,       36, No             , Mortgage     ,       0
 58,  928432,     513007,         833,               5,             2,       25995,       60, No             , Rent         ,       0
 29,  150000,    1001093,         744,              11,             4,       33823,       36, Yes            , Mortgage     ,       0
 59, 1362674,     792195,         647,              25,             5,       38838,       12, Yes            , Rent         ,       1
 41,  956118,     790477,         523,              18,             2,       24792,       36, No             , Mortgage     ,       0
 22,  953222,     815341,         679,               4,             0,       11469,       24, Yes            , Own          ,       0
 42,  779084,     695847,         683,               5,             2,       15091,       48, No             , Mortgage     ,       0
 37,  938873,     591033,         788,              19,             4,       41748,       84, No             , Rent         ,       0
 55,  424460,     469596,         571,              28,             0,        8952,       48, No             , Own          ,       1
 51,  364635,     687090,         574,               3,             0,           0,       24, No             , Rent         ,       1
 58,  786766,     825206,         545,              10,             0,       13582,       12, No             , Rent         ,       1
 48,  664428,     326181,         630,              29,             0,       10466,       24, No             , Rent         ,       0
 40, 1503707,     908053,         761,              22,             3,       26605,       36, No             , Own          ,       0
 36,  316021,     773614,         721,               4,             4,       46212,       60, No             , Rent         ,       0
 29,  749303,     392113,         641,              11,             5,       34463,       60, No             , Mortgage     ,       0
 24, 1057695,      50000,         589,               6,             1,       22363,       60, No             , Own          ,       1
 54, 1142596,      50000,         662,              25,             2,       19650,       12, Yes            , Rent         ,       1
 37, 1101804,     367410,         602,               7,             0,       20033,       48, No             , Own          ,       0
 65, 1081251,     728218,         632,              18,             4,       22706,       36, No             , Mortgage     ,       0
 64,  452521,     176791,         780,              20,             5,       35684,       60, Yes            , Own          ,       0
 53,  244858,     196150,         809,              11,             0,       36000,       60, No             , Rent         ,       0
 24,  566614,      50000,         662,               6,             4,       49962,       24, Yes            , Mortgage     ,       1
 45,  860925,     672637,         660,              13,             2,       41300,       36, No             , Mortgage     ,       0
 43,  469524,     441181,         708,              24,             4,       30627,       60, No             , Own          ,       0
 30,  613555,    1090487,         611,              12,             3,       30118,       36, No             , Rent         ,       1
 34,  150000,     124274,         536,               9,             3,       39459,       12, Yes            , Rent         ,       1
 49,  954930,     407117,         643,              20,             0,        9561,       48, No             , Rent         ,       0
 54,  150000,     476379,         664,              24,             3,       45451,       60, No             , Mortgage     ,       0
 55,  480349,    1555213,         640,              27,             5,       35280,       24, No             , Own          ,       1
 55,  728751,     441475,         711,               1,             4,       40606,       60, Yes            , Rent         ,       1
 31,  630787,      50000,         666,              11,             5,       41515,       60, No             , Mortgage     ,       0
 62, 1225456,     408480,         481,              16,             1,       12392,       48, No             , Rent         ,       0
 54,  882075,     801502,         730,               8,             0,       23780,       36, No             , Mortgage     ,       0
 51,  382128,     477958,         833,              23,             3,       18346,       60, No             , Mortgage     ,       0
 57,  744488,     961189,         692,               5,             3,       28777,       60, No             , Rent         ,       0
 41, 1362690,     720797,         590,              23,             4,       32013,       48, No             , Mortgage     ,       1
 57, 1141581,     430329,         766,              10,             4,       35875,       60, No             , Own          ,       0
 21,  656962,      50000,         769,               3,             0,        5994,       36, Yes            , Mortgage     ,       0
 39,  908372,     717345,         479,               6,             2,       14348,       48, No             , Own          ,       0
 63,  868112,    1043970,         728,               0,             4,       38216,       36, Yes            , Own          ,       1
 46, 1111745,     548513,         576,               6,             0,       17618,       48, No             , Own          ,       0
 38, 1027890,     472949,         647,              20,             4,       42245,       36, No             , Mortgage     ,       0
 50, 1243910,      50000,         688,               5,             2,       19591,       84, No             , Own          ,       0
 57,  473089,     229542,         639,              18,             4,       25175,       60, No             , Rent         ,       0
 38,  640399,      50000,         771,               0,             5,       43594,       36, No             , Rent         ,       0
 50, 1026071,      80050,         655,               9,             5,       32631,       84, No             , Own          ,       0
 57,  654491,     759418,         627,              12,             3,       41490,       60, Yes            , Own          ,       1
 44,  403223,     538795,         573,              16,             1,       23648,       84, No             , Rent         ,       1
 49,  661743,      64850,         649,              30,             2,       19856,       60, Yes            , Mortgage     ,       1
 50,  794295,     686311,         675,              24,             1,       11116,       36, Yes            , Rent         ,       0
 64,  199714,     718056,         635,              19,             4,       33013,       36, No             , Rent         ,       1
 30, 1290535,     719305,         610,               6,             0,           0,       60, No             , Mortgage     ,       0
 57,  947934,     763777,         636,              27,             0,        8609,       48, No             , Rent         ,       1
 48, 1177553,     714747,         565,              14,             3,       27334,       60, Yes            , Rent         ,       0
 65,  459996,      50000,         674,              16,             2,       12544,       36, No             , Own          ,       0
 32,  150000,     237575,         677,              14,             1,       23614,       60, No             , Rent         ,       1
 46,  546455,      50000,         705,              16,             0,       25686,       24, No             , Mortgage     ,       1
 60,  909336,     222624,         809,              28,             4,       39227,       36, No             , Rent         ,       0
 65, 1257021,     833492,         563,               9,             2,       28275,       60, No             , Rent         ,       0
 45,  876406,     464738,         821,               3,             2,       30131,       60, No             , Rent         ,       0
 65,  717517,     641370,         605,               0,             1,       37361,       48, No             , Rent         ,       0
 23,  651136,     891275,         628,               1,             5,       40162,       36, No             , Mortgage     ,       0
 36,  846265,     234035,         746,              18,             1,       14948,       36, Yes            , Rent         ,       0
 50,  635819,     415144,         686,               4,             0,        6585,       60, No             , Rent         ,       0
 21, 1046240,     294737,         635,               3,             2,        7351,       36, Yes            , Mortgage     ,       0
 63,  543749,     733575,         637,               6,             5,       41932,       60, No             , Mortgage     ,       0
 42,  777091,     666392,         548,              12,             2,       17797,       60, No             , Rent         ,       0
 51,  514626,     663285,         592,               1,             1,       19222,       36, Yes            , Rent         ,       1
 28,  387304,     713646,         599,               7,             4,       34103,       36, No             , Rent         ,       0
 48,  400944,     618899,         766,               3,             0,           0,       24, No             , Mortgage     ,       0
 60,  167047,     679604,         649,              11,             2,       23139,       84, No             , Mortgage     ,       1
 29,  991243,    1061516,         725,              11,             0,       11046,       60, No             , Mortgage     ,       0
 29, 1171249,     684203,         676,              11,             5,       34585,       48, No             , Rent         ,       0
 34,  229934,     618895,         638,              16,             2,       11587,       60, No             , Own          ,       1
 48,  532502,     725862,         684,              16,             5,       30210,       36, No             , Rent         ,       1
 52,  935089,     414931,         682,              14,             1,       21473,       60, No             , Mortgage     ,       0
 27,  318328,     810225,         665,               9,             4,       32195,       60, No             , Own          ,       1
 63,  559314,      50000,         696,               1,             4,       38252,       48, No             , Own          ,       0
 58,  903853,     579343,         652,              17,             1,        6936,       60, Yes            , Mortgage     ,       0
 43,  818733,     902041,         673,              23,             5,       31171,       60, No             , Rent         ,       0
 59,  172519,    1010443,         550,               1,             1,        8889,       24, Yes            , Own          ,       1
 47, 1294951,     493312,         502,              12,             4,       50964,       48, No             , Mortgage     ,       1
 39, 1036930,     707695,         700,              16,             4,       33219,       36, No             , Own          ,       0
 32,  999926,     606785,         688,               9,             1,       26572,       48, No             , Mortgage     ,       0
 44,  663016,      50000,         607,              13,             4,       24899,       60, Yes            , Mortgage     ,       1
 45,  725312,     684813,         485,              20,             5,       33515,       36, No             , Rent         ,       1
 46,  898975,      77442,         609,               8,             5,       29362,       84, No             , Rent         ,       1
 40,  954692,     374814,         567,              18,             2,       18494,       36, No             , Rent         ,       1
 38,  811599,     282084,         484,              20,             0,       14262,       60, No             , Own          ,       0
 43,  945997,     249783,         595,              22,             2,       31687,       60, No             , Own          ,       0
 52,  497863,      50000,         813,               6,             2,       26855,       60, No             , Own          ,       0
 60,  150000,     362348,         765,              24,             5,       28752,       60, No             , Own          ,       0
 40,  284314,     316620,         610,              10,             3,       45147,       48, No             , Own          ,       1
 52,  958929,     141044,         625,               2,             2,       33539,       84, Yes            , Own          ,       1
 28,  484450,    1025430,         536,              10,             0,         366,       36, No             , Rent         ,       0
 36,  711976,     105090,         774,               3,             1,       21542,       24, No             , Rent         ,       0
 32,  394296,    1272784,         514,               3,             1,        4212,       48, No             , Rent         ,       1
 43, 1232358,     613628,         636,              10,             5,       38355,       36, No             , Rent         ,       0
 35,  706357,    1198527,         674,              15,             1,       17651,       60, No             , Own          ,       0
 37,  701865,      50000,         613,              19,             0,        1981,       84, Yes            , Own          ,       1
 62, 1268910,     549540,         850,              15,             3,       32150,       60, No             , Mortgage     ,       0
 35,  923135,     613561,         662,               6,             4,       32612,       84, No             , Rent         ,       0
 44,  409590,    1029472,         752,              16,             5,       37786,       60, No             , Mortgage     ,       1
 44,  650266,     904956,         631,              23,             5,       59613,       24, No             , Rent         ,       1
 49,  888708,     366101,         770,              17,             5,       36732,       36, No             , Mortgage     ,       0
 40,  361229,     118927,         676,              22,             4,       36209,       36, No             , Rent         ,       0
 53,  518426,     184970,         657,              12,             2,       28243,       24, No             , Rent         ,       0
 24,  703862,     721702,         793,               6,             1,       27065,       84, No             , Mortgage     ,       0
 56,  964247,     290936,         815,               4,             4,       39643,       48, Yes            , Mortgage     ,       0
 55,  569418,      50000,         775,               8,             1,       22814,       48, No             , Rent         ,       0
 43,  345237,     828541,         639,               2,             5,       51718,       60, No             , Rent         ,       0
 25,  497211,     956885,         684,               3,             1,       14163,       12, No             , Own          ,       0
 49,  449853,     338860,         650,               9,             2,       16944,       36, Yes            , Rent         ,       0
 33,  723070,      50000,         674,              15,             5,       53602,       24, No             , Mortgage     ,       1
 31,  150000,     663686,         728,               5,             4,       14030,       60, No             , Rent         ,       0
 32, 1229024,     646000,         673,              14,             4,       19706,       12, No             , Rent         ,       0
 62,  504608,     232459,         753,              21,             1,       21679,       36, Yes            , Own          ,       0
 29,  832906,     641179,         671,               6,             5,       29776,       24, No             , Mortgage     ,       0
 60,  155338,     457426,         759,              10,             3,       19246,       48, Yes            , Rent         ,       1
 55,  459610,     522294,         655,              25,             0,       11207,       60, No             , Rent         ,       1
 34, 1070452,     788862,         746,              11,             5,       39853,       24, Yes            , Mortgage     ,       1
 54,  863310,     432050,         680,              30,             5,       20070,       48, No             , Mortgage     ,       1
 61,  337838,     827496,         721,              15,             4,       29014,       36, No             , Mortgage     ,       0
 62,  815781,     220833,         726,              17,             1,       16091,       36, No             , Rent         ,       0
 23,  150000,     628735,         678,               5,             3,       31934,       48, No             , Rent         ,       1
 49,  150000,     719357,         699,               9,             2,        7939,       60, No             , Mortgage     ,       0
 35,  630386,     298775,         838,               2,             3,       19816,       48, No             , Rent         ,       0
 52,  712462,     451751,         722,              17,             0,       10031,       24, No             , Rent         ,       0
 57,  150000,      50000,         824,               8,             2,       32433,       36, Yes            , Rent         ,       0
 24,  341219,     460541,         440,               5,             5,       27118,       84, Yes            , Rent         ,       1
 31, 1028445,    1012588,         760,              13,             1,       22357,       48, No             , Own          ,       0
 48,  862238,     421088,         613,              28,             4,       39622,       36, No             , Rent         ,       1
 30,  961954,      50000,         595,              12,             2,       29143,       60, No             , Mortgage     ,       0
 30,  849917,     705754,         693,              12,             2,       21530,       60, No             , Own          ,       0
 64,  423589,     528266,         718,              13,             0,        6472,       36, No             , Rent         ,       0
 64, 1245808,     676061,         663,              13,             5,       45700,       60, No             , Rent         ,       0
 64,  252777,    1113363,         799,               7,             0,       11244,       60, Yes            , Own          ,       0
 33,  837807,     744060,         747,               5,             0,        2248,       60, No             , Mortgage     ,       0
 43,  562483,     653309,         662,              25,             0,       11225,       60, No             , Rent         ,       0
 30,  150000,      50000,         709,               7,             0,       22795,       48, No             , Mortgage     ,       1
 33,  621915,     533644,         589,              15,             1,        7897,       84, No             , Own          ,       0
 31,  474915,     568733,         616,              12,             5,       25344,       24, No             , Own          ,       1
 55, 1342276,     423236,         514,              21,             3,       31916,       60, No             , Rent         ,       1
 40,  394472,     353027,         756,              21,             5,       33254,       84, No             , Mortgage     ,       0
 35,  741429,     309059,         590,               4,             3,       29872,       48, No             , Rent         ,       0
 43,  427484,     226166,         645,              10,             4,       29839,       48, No             , Rent         ,       0
 43, 1617018,      50000,         850,               3,             3,       22221,       12, Yes            , Rent         ,       0
 28,  822153,     822161,         457,               7,             1,       20836,       60, No             , Own          ,       1
 50, 1449744,     145066,         749,               4,             3,       21386,       60, No             , Rent         ,       1
 30, 1543826,     864750,         625,              12,             5,       30096,       84, Yes            , Rent         ,       0
 29,  959421,      50000,         780,              11,             4,       29124,       60, No             , Rent         ,       0
 47,  786189,     251496,         704,               8,             5,       42677,       24, No             , Own          ,       0
 30,  879127,     638973,         699,              12,             5,       39112,       60, No             , Own          ,       0
 60,  289603,     433730,         677,              26,             4,       22993,       36, No             , Own          ,       0
 21,  896920,     547726,         734,               3,             1,       27865,       48, No             , Mortgage     ,       0
 51,  919829,     596662,         607,              27,             5,       45359,       36, No             , Own          ,       0
 33, 1598318,    1229717,         609,               1,             2,       25506,       36, Yes            , Mortgage     ,       0
 43,  505374,     133201,         623,              10,             4,       27049,       36, No             , Mortgage     ,       0
 63,  534796,     750894,         609,               7,             1,       20166,       36, No             , Mortgage     ,       1
 35,  458092,     477841,         802,               0,             2,       19993,       60, No             , Mortgage     ,       0
 34,  406963,     197921,         642,              13,             3,       11029,       60, No             , Rent         ,       0
 33,  519263,     745839,         765,               4,             1,       12589,       60, Yes            , Rent         ,       0
 57,  649585,     138238,         673,              18,             3,       29790,       12, Yes            , Rent         ,       0
 26, 1254064,      50000,         766,               4,             5,       37107,       36, No             , Rent         ,       1
 53,  540414,     521591,         705,              19,             3,       10836,       36, No             , Own          ,       0
 31,  581584,     442008,         740,               6,             1,        4613,       48, No             , Rent         ,       0
 55, 1294606,      81285,         564,              10,             1,       15953,       48, No             , Mortgage     ,       1
 37,  722282,     346606,         606,              15,             0,       10852,       36, No             , Own          ,       0
 50, 1168053,     171887,         824,              21,             2,       30093,       48, No             , Mortgage     ,       0
 49,  357836,     855588,         566,              14,             4,       31987,       24, No             , Own          ,       1
 51,  678185,     379250,         748,              15,             4,       41971,       60, No             , Own          ,       0
 62,  913490,    1367422,         762,              10,             5,       41354,       60, No             , Rent         ,       0
 58, 1087753,     803822,         751,              28,             4,       35464,       36, No             , Rent         ,       0
 41,  575193,    1099236,         850,              18,             2,       27288,       36, No             , Rent         ,       0
 40, 1040284,     311453,         657,              12,             5,       34306,       60, No             , Own          ,       0
 51,  836391,     549174,         605,              14,             5,       42046,       36, No             , Rent         ,       1
 32,  473852,     731287,         602,               6,             2,       21778,       36, No             , Mortgage     ,       1
 24,  799293,      50000,         680,               3,             4,       11812,       48, No             , Rent         ,       0
 22,  773060,     505209,         672,               4,             2,       31101,       36, No             , Mortgage     ,       0
 45,  516697,      50000,         670,              15,             4,       43858,       60, No             , Mortgage     ,       1
 39,  663754,     198627,         652,              10,             3,       17006,       84, No             , Rent         ,       0
 62,  150000,     706748,         637,              30,             4,       38843,       24, No             , Rent         ,       1
 22, 1095144,      50000,         756,               4,             4,       18394,       36, No             , Rent         ,       0
 60, 1342725,    1015209,         539,              23,             2,       35623,       60, No             , Own          ,       0
 60,  891156,     464986,         728,              26,             4,       21884,       12, No             , Rent         ,       0
 28,  229800,     575052,         710,              10,             5,       30988,       24, No             , Rent         ,       0
 44,  641008,     591008,         594,               7,             1,       11829,       24, No             , Own          ,       0
 62,  853035,     941368,         837,              13,             4,       14252,       60, Yes            , Rent         ,       0
 32,  861894,      50000,         573,              14,             0,        7683,       36, No             , Rent         ,       1
 31,  995925,     893342,         701,              13,             4,       15922,       36, Yes            , Mortgage     ,       1
 62,  150000,    1126733,         805,               2,             3,       21792,       48, No             , Rent         ,       0
 53,  580921,     627939,         778,              29,             5,       32844,       36, Yes            , Mortgage     ,       0
 59,  833407,     162349,         657,              25,             4,       32786,       12, Yes            , Rent         ,       1
 33, 1163507,     114570,         609,              15,             3,       38747,       12, No             , Own          ,       0
 64,  870359,     349331,         606,              20,             1,        7770,       60, No             , Mortgage     ,       0
 34,  626345,     961408,         778,              15,             0,        8808,       60, No             , Rent         ,       0
 33,  722813,     392275,         645,              15,             2,       25460,       48, Yes            , Rent         ,       1
 47,  504182,     259571,         552,              12,             3,       14932,       60, No             , Rent         ,       0
 65, 1218764,     124806,         751,               5,             4,       32501,       36, No             , Rent         ,       0
 33, 1042168,     819758,         559,              15,             5,       38597,       60, No             , Mortgage     ,       1
 57,  436641,     506096,         596,              10,             5,       45825,       36, No             , Rent         ,       1
 50,  864684,     157500,         752,              10,             1,       31559,       36, No             , Rent         ,       0
 39,  515668,     127152,         544,              21,             3,       24719,       36, No             , Rent         ,       1
 24,  577672,    1093550,         747,               6,             0,        5056,       36, No             , Own          ,       0
 29,  745615,      50000,         777,              11,             3,       36785,       36, No             , Rent         ,       0
 40,  855991,     630379,         629,               8,             0,       12339,       60, No             , Rent         ,       0
 51,  703275,     392020,         680,               1,             4,       32254,       60, No             , Rent         ,       0
 38,  731124,     766768,         632,              20,             4,       31555,       36, No             , Rent         ,       1
 53, 1280967,    1151998,         750,              30,             4,       29223,       36, No             , Mortgage     ,       0
 47,  640588,     947100,         596,              18,             0,       14244,       60, No             , Mortgage     ,       1
 24,  250015,     408214,         778,               6,             1,       12431,       36, No             , Rent         ,       0
 47,  774169,     405290,         593,              22,             1,       23213,       60, No             , Mortgage     ,       0
 21,  891463,     598828,         754,               3,             1,       24030,       12, No             , Mortgage     ,       0
 32,  903356,      50000,         680,              14,             1,       10352,       48, No             , Rent         ,       1
 37, 1043404,     907073,         610,              19,             3,       25167,       36, No             , Mortgage     ,       0
 29, 1291867,     627913,         678,              11,             0,        3607,       60, No             , Mortgage     ,       0
 56,  698326,    1411010,         744,               1,             0,        7051,       36, No             , Mortgage     ,       1
 45,  277908,     606227,         666,              20,             5,       27253,       36, No             , Rent         ,       0
 32,  261668,     407944,         520,              14,             1,       11666,       36, No             , Rent         ,       0
 64,  633712,      50000,         592,               9,             2,       30313,       36, No             , Mortgage     ,       1
 23,  999968,     749022,         515,               5,             2,       27233,       24, No             , Rent         ,       1
 28,  576203,     474326,         606,              10,             5,       61390,       60, No             , Own          ,       0
 38,  871171,     466787,         455,              13,             1,       11688,       36, Yes            , Own          ,       1
 35,  858659,     631185,         726,              17,             5,       18749,       60, No             , Mortgage     ,       0
 46,  150000,     242845,         850,               9,             2,       20039,       36, No             , Rent         ,       0
 51,  150000,      50000,         603,              28,             2,       20605,       36, No             , Rent         ,       0
 34, 1354799,     540168,         811,              16,             1,       18682,       24, No             , Rent         ,       0
 48,  153284,     569719,         774,              14,             2,       26695,       36, No             , Mortgage     ,       0
 61,  197601,     392451,         700,              26,             0,       15396,       24, Yes            , Own          ,       1
 43,  453084,      50000,         673,              10,             1,           0,       60, No             , Own          ,       0
 21,  477357,     538587,         656,               3,             1,       15719,       48, No             , Rent         ,       0
 52,  150000,     356128,         468,              16,             1,       23188,       36, No             , Rent         ,       1
 63,  570750,      50000,         495,              22,             0,       22583,       60, No             , Mortgage     ,       1
 27,  355310,     596812,         692,               0,             2,       14893,       36, No             , Own          ,       0
 49, 1187409,      50000,         687,              14,             1,       15168,       12, No             , Rent         ,       0
 48,  171813,     191560,         788,              20,             1,       10080,       24, No             , Own          ,       0
 42,  513209,     743966,         850,              24,             0,         919,       60, No             , Rent         ,       0
 42,  695660,     383871,         497,              24,             2,       13686,       12, No             , Mortgage     ,       1
 32,  768892,     160315,         697,              14,             3,       34014,       24, No             , Mortgage     ,       0
 53,  538124,     891306,         850,              28,             1,        7508,       60, No             , Rent         ,       0
 39, 1349829,     341296,         662,              19,             5,       37225,       60, No             , Rent         ,       0
 60,  378512,     782234,         848,              27,             1,       30370,       84, No             , Rent         ,       0
 24,  928657,     836758,         592,               6,             1,       10061,       36, No             , Rent         ,       0
 60,  460464,     161249,         732,               7,             0,       12070,       36, No             , Rent         ,       0
 45, 1102717,     712382,         564,              16,             4,       38566,       48, No             , Own          ,       0
 30, 1099859,     881484,         742,              12,             0,       17161,       60, No             , Mortgage     ,       0
 38, 1240673,     179664,         714,              20,             0,           0,       36, No             , Own          ,       0
 35,  563738,     695179,         591,              17,             3,       10456,       36, No             , Mortgage     ,       0
 52,  150000,     238486,         644,              12,             4,       39153,       60, No             , Own          ,       0
 53, 1200797,     584753,         644,              11,             1,       19361,       48, No             , Rent         ,       0
 52,  549065,     377312,         701,              26,             2,       11142,       60, No             , Own          ,       1
 54, 1004700,     588800,         850,               8,             5,       42356,       60, No             , Own          ,       0
 51,  387965,     259638,         655,              14,             4,       47373,       60, No             , Mortgage     ,       1
 37, 1076644,     613089,         818,              14,             0,        6183,       12, Yes            , Own          ,       0
 65,  464592,    1090030,         728,               3,             5,       35907,       84, Yes            , Rent         ,       1
 37,  681107,    1107043,         551,              11,             3,       22329,       36, No             , Own          ,       1
 64,  942989,     428724,         645,              23,             5,       45566,       48, No             , Rent         ,       1
 31,  207166,     753718,         520,              13,             1,       34607,       60, No             , Mortgage     ,       1
 22,  943620,      50000,         716,               3,             1,       17274,       36, No             , Rent         ,       0
 50,  674745,      50000,         757,              22,             3,       28480,       36, Yes            , Own          ,       0
 61,  323206,     204561,         641,              16,             4,       44886,       12, No             , Rent         ,       0
 36,  150000,     722730,         725,              18,             5,       36768,       48, No             , Own          ,       0
 43,  359796,     420476,         691,              25,             0,         365,       36, No             , Rent         ,       1
 53, 1505465,     869965,         687,              21,             1,       23673,       24, No             , Rent         ,       0
 26,  531880,     689375,         628,               8,             4,       42911,       60, No             , Own          ,       1
 31,  407538,     405198,         651,               8,             3,       30461,       48, Yes            , Own          ,       1
 55,  512108,     370569,         559,              20,             3,       17050,       24, No             , Rent         ,       0
 50,  492598,    1104764,         682,               5,             4,       33104,       48, No             , Rent         ,       0
 26, 1372527,     187933,         771,               8,             5,       40294,       84, No             , Rent         ,       0
