Age, MonthlyIncome, YearsAtCompany, TotalWorkingYears, DistanceFromHome, JobSatisfaction, WorkLifeBalance, OverTime, NumCompaniesWorked, TrainingTimesLastYear, Attrition
 34,         18000,              2,                 3,               33,               2,               1, No      ,                  3,                     3, Yes
 50,         18000,              0,                 0,               28,               3,               2, Yes     ,                  7,                     5, No
 56,         20071,              3,                 7,               15,               2,               1, Yes     ,                  0,                     0, No
 53,         85312,              6,                15,               47,               1,               3, No      ,                  7,                     0, No
 51,        129008,             18,                26,               12,               2,               3, Yes     ,                  0,                     1, No
 46,         80768,              9,                16,                2,               2,               2, Yes     ,                  2,                     1, No
 31,         58197,              0,                 0,               38,               1,               1, No      ,                  5,                     4, Yes
 52,         61282,              1,                 7,               32,               4,               2, Yes     ,                  1,                     4, Yes
 35,        106470,             11,                17,               45,               3,               4, Yes     ,                  4,                     3, Yes
 42,        106041,             16,                24,               23,               1,               1, Yes     ,                  8,                     2, Yes
 33,         58615,              1,                13,                1,               4,               1, No      ,                  7,                     4, No
 33,         85662,              6,                15,                2,               4,               1, No      ,                  0,                     0, No
 27,         62914,              7,                 9,               22,               1,               4, No      ,                  5,                     3, No
 59,        127186,             21,                33,               13,               1,               1, Yes     ,                  5,                     1, No
 26,         52354,              1,                 8,               47,               2,               3, Yes     ,                  0,                     0, Yes
 24,         47453,              0,                 6,                6,               3,               4, No      ,                  5,                     1, No
 58,         76927,              8,                14,               45,               3,               3, No      ,                  4,                     0, No
 43,         99759,             10,                22,               11,               2,               2, No      ,                  6,                     3, No
 38,         58488,             11,                11,                6,               3,               1, No      ,                  2,                     3, No
 50,         69217,              6,                12,               14,               1,               1, No      ,                  2,                     4, Yes
 36,         99234,             17,                18,                8,               3,               1, No      ,                  6,                     3, No
 26,         66486,              1,                 8,               21,               4,               4, No      ,                  6,                     1, No
 50,        125455,              9,                20,               17,               3,               1, Yes     ,                  1,                     0, No
 28,         58702,              1,                10,               27,               2,               1, No      ,                  1,                     4, Yes
 43,         72589,              8,                14,               27,               2,               4, No      ,                  5,                     6, Yes
 58,         29878,              0,                 0,                1,               4,               2, No      ,                  7,                     1, No
 58,        121195,              4,                21,                7,               1,               2, No      ,                  1,                     1, No
 35,         85584,              8,                17,                9,               2,               3, No      ,                  1,                     2, No
 52,        174827,             11,                33,               10,               1,               3, No      ,                  7,                     1, No
 45,        115233,              3,                18,                5,               4,               4, Yes     ,                  6,                     1, No
 40,        112450,              1,                16,               16,               2,               2, No      ,                  8,                     3, No
 26,         62410,              1,                 2,               28,               4,               3, No      ,                  7,                     5, No
 36,         35805,              7,                 7,               16,               3,               4, Yes     ,                  8,                     4, No
 47,         72650,              2,                12,               17,               3,               2, No      ,                  1,                     6, No
 60,         76803,              5,                13,               24,               3,               2, No      ,                  2,                     2, No
 21,         32835,              0,                 3,               28,               1,               4, No      ,                  2,                     3, No
 49,         69113,             12,                14,               17,               3,               1, Yes     ,                  0,                     2, No
 54,        108660,             11,                27,               12,               3,               1, No      ,                  7,                     0, No
 59,         40468,              4,                 4,               21,               4,               3, Yes     ,                  5,                     2, No
 37,         54370,              2,                11,                2,               3,               4, Yes     ,                  0,                     1, No
 25,         44548,              0,                 5,               25,               4,               1, No      ,                  1,                     3, No
 31,         53907,              6,                11,               48,               4,               4, Yes     ,                  1,                     1, No
 55,        103006,             16,                24,               20,               3,               4, Yes     ,                  3,                     5, No
 56,         30417,              1,                 1,                6,               2,               4, No      ,                  4,                     5, No
 46,         75117,             11,                12,               36,               1,               2, Yes     ,                  2,                     6, Yes
 25,         32427,              0,                 0,                7,               2,               2, No      ,                  8,                     0, No
 25,         90746,              7,                 7,               10,               4,               3, No      ,                  1,                     0, No
 40,        119391,             14,                22,                8,               1,               1, No      ,                  5,                     6, Yes
 44,         64331,              3,                 8,               45,               2,               4, No      ,                  3,                     5, No
 22,         19404,              2,                 4,               50,               3,               3, No      ,                  3,                     4, No
 48,         18000,              0,                 3,               29,               1,               2, Yes     ,                  7,                     2, Yes
 42,        121891,              7,                17,               31,               4,               3, No      ,                  8,                     3, No
 21,         18000,              1,                 3,               33,               3,               3, Yes     ,                  0,                     3, No
 24,         28409,              0,                 6,               31,               1,               3, No      ,                  4,                     5, No
 39,        109496,              4,                21,               28,               1,               4, No      ,                  1,                     3, No
 49,         70777,              6,                12,               50,               3,               4, Yes     ,                  3,                     0, No
 54,         47755,              4,                10,               37,               4,               4, Yes     ,                  5,                     4, No
 38,         87910,             17,                17,                5,               4,               3, No      ,                  3,                     5, No
 32,         73529,              3,                 7,               20,               4,               3, Yes     ,                  2,                     2, No
 59,        154492,             34,                35,               49,               1,               2, Yes     ,                  2,                     0, No
 39,         22114,              4,                 6,               21,               3,               1, Yes     ,                  2,                     0, No
 33,        101967,              0,                15,               11,               1,               2, No      ,                  2,                     5, No
 38,        106461,              3,                18,               44,               1,               4, No      ,                  3,                     3, No
 21,         19231,              2,                 2,               32,               3,               1, No      ,                  6,                     3, Yes
 33,         56521,              8,                15,               29,               2,               3, No      ,                  0,                     6, No
 41,         75797,              5,                16,               22,               3,               1, Yes     ,                  0,                     0, No
 57,         58815,              5,                 9,                7,               4,               2, Yes     ,                  4,                     1, No
 50,         59782,              4,                 4,               20,               1,               1, No      ,                  6,                     5, No
 52,         18000,              0,                 1,               22,               3,               3, No      ,                  2,                     3, No
 42,         20479,              0,                 0,               47,               4,               4, No      ,                  1,                     0, No
 25,         63553,              0,                 7,               16,               2,               4, No      ,                  5,                     4, No
 36,         18000,              1,                 3,                8,               3,               3, No      ,                  3,                     0, No
 60,        183408,             32,                34,               22,               2,               1, No      ,                  6,                     5, No
 22,         18000,              3,                 4,               50,               4,               3, No      ,                  1,                     5, No
 56,        124576,             20,                23,               25,               1,               1, No      ,                  1,                     5, No
 48,        127240,             22,                24,               19,               4,               2, No      ,                  4,                     3, No
 32,        100323,              1,                14,               34,               4,               3, No      ,                  3,                     1, No
 52,        162117,              9,                31,               33,               4,               3, No      ,                  6,                     6, No
 54,         18000,              0,                 3,               15,               2,               1, No      ,                  4,                     3, No
 22,         24674,              0,                 4,               49,               3,               4, Yes     ,                  3,                     4, Yes
 25,         53888,              6,                 7,               30,               2,               2, Yes     ,                  1,                     0, No
 47,         35290,              4,                 4,                3,               2,               4, No      ,                  1,                     4, No
 60,         72597,              1,                10,               21,               4,               3, No      ,                  6,                     4, No
 21,         48809,              2,                 3,               47,               3,               3, No      ,                  2,                     2, No
 47,        146352,             14,                27,               20,               3,               3, No      ,                  4,                     5, No
 26,         51743,              0,                 8,               29,               1,               4, Yes     ,                  7,                     0, No
 47,        110566,             27,                29,               31,               4,               1, No      ,                  8,                     5, No
 45,        127201,             24,                27,               36,               3,               3, No      ,                  2,                     6, No
 24,         54695,              3,                 6,               44,               4,               1, No      ,                  0,                     3, No
 48,         18000,              2,                 3,                8,               1,               2, No      ,                  6,                     0, No
 56,        180363,             14,                35,               26,               3,               4, Yes     ,                  6,                     3, Yes
 55,        130751,             18,                22,               27,               3,               4, No      ,                  2,                     3, No
 22,         41084,              2,                 4,                8,               3,               2, No      ,                  5,                     3, No
 30,         18000,             12,                12,               34,               1,               2, No      ,                  1,                     1, No
 30,         49394,              0,                12,                6,               2,               3, No      ,                  6,                     4, No
 39,        144151,              3,                21,               23,               2,               2, Yes     ,                  6,                     1, No
 26,         20562,              2,                 2,               17,               3,               1, No      ,                  2,                     3, No
 55,         45085,              4,                14,                8,               1,               2, No      ,                  4,                     4, No
 52,         61034,              1,                 4,               42,               2,               2, No      ,                  3,                     4, No
 53,        160840,             26,                33,               13,               3,               3, No      ,                  0,                     5, No
 28,         83889,              2,                10,               13,               1,               4, Yes     ,                  1,                     6, Yes
 21,         39585,              2,                 3,               43,               4,               3, Yes     ,                  8,                     5, No
 57,        110054,              5,                19,               44,               3,               2, Yes     ,                  4,                     5, No
 32,         87334,              2,                14,                2,               1,               3, Yes     ,                  1,                     6, No
 47,         47155,              3,                 3,               14,               1,               4, No      ,                  0,                     1, No
 57,        184794,              5,                29,               36,               4,               2, No      ,                  3,                     2, No
 22,         56278,              0,                 4,               39,               2,               2, Yes     ,                  8,                     3, No
 21,         18000,              2,                 3,               50,               4,               1, No      ,                  3,                     3, No
 21,         42640,              3,                 3,               28,               2,               4, No      ,                  8,                     4, No
 27,         80347,              1,                 9,                1,               2,               4, Yes     ,                  4,                     0, Yes
 23,         64649,              4,                 5,               44,               2,               1, Yes     ,                  6,                     0, Yes
 53,         89921,             10,                18,                9,               3,               2, No      ,                  7,                     5, No
 45,         63969,              4,                 5,                7,               1,               2, Yes     ,                  0,                     5, Yes
 60,         47099,              0,                 2,               34,               2,               4, No      ,                  0,                     2, No
 53,        106105,              9,                 9,               31,               2,               1, Yes     ,                  8,                     2, No
 59,         75700,             10,                16,                3,               1,               1, No      ,                  8,                     3, No
 30,         33867,              5,                 5,                9,               2,               2, No      ,                  1,                     3, No
 32,         29090,              1,                 3,               30,               3,               3, Yes     ,                  5,                     1, No
 54,        139176,             29,                30,               13,               3,               1, Yes     ,                  8,                     3, No
 30,         56380,              8,                12,               35,               1,               3, No      ,                  8,                     5, No
 23,         18000,              0,                 5,               21,               4,               3, No      ,                  2,                     5, No
 47,         89775,             17,                18,               30,               4,               4, No      ,                  7,                     5, No
 53,        137848,             21,                26,               24,               3,               1, Yes     ,                  5,                     4, No
 59,        122322,              8,                26,               19,               4,               1, Yes     ,                  8,                     6, Yes
 58,         98837,              6,                10,               18,               2,               1, No      ,                  1,                     1, No
 25,         51641,              3,                 7,               35,               4,               4, No      ,                  5,                     0, No
 51,         99839,              7,                13,               26,               3,               3, Yes     ,                  0,                     0, Yes
 54,        152706,             29,                30,               30,               3,               3, No      ,                  3,                     6, No
 48,         95675,             13,                14,               29,               1,               4, No      ,                  0,                     4, No
 53,         39626,              0,                 3,               11,               3,               3, Yes     ,                  3,                     1, No
 54,        160038,             27,                27,               46,               4,               1, Yes     ,                  7,                     5, No
 38,         27207,              0,                 1,               29,               4,               3, Yes     ,                  5,                     2, Yes
 22,         47730,              3,                 4,               36,               2,               3, No      ,                  2,                     4, No
 39,         32794,              1,                 1,               45,               1,               1, No      ,                  3,                     1, No
 29,         46211,              3,                 7,               47,               3,               3, No      ,                  3,                     0, No
 25,         58690,              3,                 7,               34,               1,               2, Yes     ,                  6,                     1, Yes
 25,         91619,              3,                 7,               40,               1,               1, No      ,                  2,                     1, Yes
 48,         75933,             12,                14,               24,               3,               2, No      ,                  0,                     3, No
 41,         46350,              1,                 4,               37,               4,               2, No      ,                  4,                     0, No
 42,         78240,              2,                 8,               17,               2,               2, No      ,                  7,                     1, No
 50,        176925,             11,                32,               36,               2,               2, Yes     ,                  4,                     3, Yes
 42,        123011,              4,                24,                5,               2,               3, No      ,                  1,                     2, No
 46,         18000,              1,                 3,               46,               2,               2, No      ,                  0,                     4, No
 24,         56501,              0,                 6,               13,               1,               2, No      ,                  8,                     4, Yes
 55,         19849,              0,                 9,               33,               3,               4, Yes     ,                  6,                     6, Yes
 38,         73659,              5,                 6,                1,               3,               1, No      ,                  1,                     5, No
 27,         62851,              0,                 9,                8,               2,               2, No      ,                  0,                     1, No
 53,        132394,             13,                22,               50,               2,               1, No      ,                  1,                     4, No
 50,         30962,              5,                 6,               42,               4,               4, No      ,                  3,                     4, No
 23,         18000,              4,                 5,               12,               1,               1, No      ,                  7,                     4, No
 28,         68694,              4,                10,                7,               1,               4, Yes     ,                  1,                     5, No
 21,         29795,              0,                 2,               41,               1,               1, No      ,                  7,                     1, Yes
 31,         67752,             13,                13,               50,               4,               2, No      ,                  0,                     2, No
 24,         48724,              5,                 6,                9,               2,               3, No      ,                  6,                     5, No
 49,        105414,              5,                 8,               34,               1,               4, Yes     ,                  2,                     6, No
 41,        133621,              2,                23,               15,               4,               1, Yes     ,                  8,                     0, No
 60,        145891,              0,                25,               38,               1,               1, No      ,                  4,                     3, Yes
 50,         53991,              1,                 4,               21,               2,               4, Yes     ,                  2,                     1, Yes
 45,        162030,              4,                27,                7,               1,               2, No      ,                  2,                     1, No
 41,        102579,             18,                20,               17,               3,               1, No      ,                  7,                     0, No
 23,         18000,              1,                 5,               27,               3,               3, Yes     ,                  3,                     3, No
 23,         39605,              1,                 5,               40,               4,               1, No      ,                  3,                     4, Yes
 45,         87011,             12,                12,                2,               2,               4, No      ,                  6,                     3, No
 21,         18000,              3,                 3,               48,               2,               4, No      ,                  4,                     2, No
 22,         35625,              1,                 4,               33,               4,               4, No      ,                  5,                     5, No
 29,         55748,              4,                11,               44,               4,               2, Yes     ,                  4,                     4, No
 56,         82637,              4,                 8,               47,               1,               1, Yes     ,                  0,                     6, Yes
 39,         81690,              7,                11,                8,               3,               2, No      ,                  0,                     2, No
 49,         67328,              8,                 8,                5,               4,               2, No      ,                  0,                     1, No
 37,         75189,              9,                10,               39,               3,               4, No      ,                  5,                     3, No
 27,         42330,              5,                 5,               10,               3,               3, No      ,                  4,                     3, No
 35,         29756,              0,                 1,                8,               1,               4, Yes     ,                  6,                     3, No
 24,         25867,              1,                 6,               24,               1,               4, No      ,                  8,                     5, No
 51,         18000,              1,                 2,               46,               1,               3, Yes     ,                  1,                     0, Yes
 28,         66701,              0,                10,               40,               1,               1, Yes     ,                  8,                     3, Yes
 36,         27832,              0,                 0,               26,               4,               1, No      ,                  8,                     3, No
 60,        157167,              9,                27,               10,               3,               1, No      ,                  5,                     1, No
 44,         96484,              1,                11,               17,               4,               3, No      ,                  4,                     4, No
 39,        125860,             17,                18,               35,               2,               1, No      ,                  1,                     5, No
 42,         46036,              0,                10,                8,               4,               4, No      ,                  1,                     3, No
 52,         87059,              2,                17,               27,               1,               1, No      ,                  0,                     0, No
 31,         85246,              2,                13,                1,               4,               4, No      ,                  5,                     0, No
 46,        147374,              2,                19,               17,               1,               3, No      ,                  3,                     2, No
 55,        107442,              8,                14,               13,               1,               1, No      ,                  1,                     4, No
 43,        121949,              7,                19,               35,               1,               1, No      ,                  1,                     2, No
 38,         99020,             19,                20,               46,               4,               2, Yes     ,                  0,                     2, No
 26,         39702,              2,                 8,                8,               2,               2, Yes     ,                  5,                     6, Yes
 30,         86600,              6,                12,               40,               2,               2, No      ,                  6,                     0, No
 58,         18988,              3,                 4,               33,               2,               3, No      ,                  5,                     0, No
 42,         68108,              8,                12,               49,               4,               1, No      ,                  0,                     1, No
 33,         36734,              3,                 4,               46,               2,               1, Yes     ,                  0,                     6, Yes
 37,         75872,              1,                 6,                6,               1,               3, No      ,                  0,                     3, No
 44,        124815,             13,                26,               38,               2,               4, No      ,                  6,                     1, No
 42,         18000,              3,                 3,               30,               2,               2, Yes     ,                  6,                     2, No
 48,        102480,             15,                17,                6,               3,               4, No      ,                  2,                     6, No
 31,         64018,              8,                13,               13,               4,               2, No      ,                  0,                     4, No
 46,        140367,             18,                28,               47,               1,               2, No      ,                  2,                     1, No
 38,         41439,              5,                 5,               28,               4,               1, Yes     ,                  7,                     1, No
 58,         38073,              3,                 5,               17,               1,               2, No      ,                  1,                     0, No
 27,         74026,              9,                 9,               17,               3,               2, Yes     ,                  7,                     5, No
 26,         28008,              1,                 8,               42,               2,               3, No      ,                  4,                     0, No
 39,        100894,              7,                21,               15,               2,               1, No      ,                  1,                     2, No
 41,         63713,              0,                 7,                8,               2,               1, No      ,                  8,                     2, Yes
 48,         31946,              0,                 5,               29,               2,               2, Yes     ,                  4,                     4, Yes
 37,         30841,              4,                 9,               50,               4,               1, No      ,                  6,                     4, No
 57,        164234,              7,                31,               10,               4,               1, Yes     ,                  0,                     5, No
 39,         46416,              0,                 1,               13,               4,               3, No      ,                  3,                     2, No
 26,         54790,              3,                 8,               24,               2,               4, No      ,                  5,                     2, No
 25,         18000,              3,                 4,               10,               3,               3, No      ,                  5,                     2, No
 59,         55707,              5,                 5,               33,               2,               1, No      ,                  0,                     0, No
 26,         25722,              7,                 8,               13,               4,               4, No      ,                  5,                     5, No
 58,         27558,              0,                 0,                7,               3,               3, No      ,                  8,                     3, No
 32,         52226,              4,                11,               14,               2,               3, No      ,                  7,                     3, No
 24,         26323,              2,                 6,               47,               2,               1, No      ,                  1,                     6, No
 33,         77046,             12,                15,               47,               2,               3, Yes     ,                  8,                     1, No
 45,         27101,              0,                 2,               26,               3,               1, No      ,                  6,                     6, No
 38,         77604,              9,                16,               21,               3,               3, Yes     ,                  0,                     4, Yes
 52,        175397,             14,                34,               41,               2,               1, No      ,                  1,                     1, No
 45,         72771,              2,                14,               10,               4,               4, Yes     ,                  8,                     4, No
 37,        119443,             12,                19,               33,               4,               1, Yes     ,                  1,                     5, No
 46,        106861,              6,                19,               35,               2,               3, No      ,                  0,                     2, No
 59,        106044,              4,                23,               36,               4,               1, Yes     ,                  4,                     2, No
 37,         31613,              4,                 6,               11,               1,               3, No      ,                  4,                     5, No
 27,         30145,              1,                 9,               36,               4,               2, No      ,                  5,                     1, No
 37,        107033,             13,                19,               31,               2,               4, Yes     ,                  5,                     0, No
 54,         36617,              0,                 5,               44,               3,               3, Yes     ,                  8,                     4, Yes
 29,         25500,              5,                11,                9,               2,               2, No      ,                  6,                     6, No
 58,        134157,             24,                29,               31,               2,               1, Yes     ,                  0,                     3, No
 44,        114981,              6,                26,               42,               2,               3, Yes     ,                  0,                     0, Yes
 45,        104962,             10,                13,               14,               3,               2, Yes     ,                  0,                     3, No
 33,         54350,             11,                15,               38,               1,               1, No      ,                  3,                     1, No
 57,        122056,             27,                30,                5,               4,               3, Yes     ,                  3,                     5, No
 22,         58779,              0,                 4,               36,               4,               1, Yes     ,                  8,                     4, No
 32,        105222,             10,                14,               31,               3,               1, No      ,                  3,                     2, No
 37,         88390,             18,                19,               10,               3,               1, No      ,                  0,                     4, No
 40,        103022,             17,                22,                4,               3,               2, Yes     ,                  7,                     4, No
 39,         83492,              2,                12,               38,               1,               1, Yes     ,                  2,                     4, Yes
 26,         18000,              7,                 8,               13,               3,               1, No      ,                  8,                     2, No
 30,         18000,              0,                 1,               25,               1,               2, No      ,                  6,                     3, No
 24,         42147,              4,                 6,                4,               3,               1, No      ,                  7,                     0, Yes
 43,        100298,              6,                12,               49,               2,               1, No      ,                  7,                     2, No
 35,         22557,              1,                 2,               28,               3,               2, Yes     ,                  1,                     2, Yes
 43,        128817,             13,                25,               47,               4,               1, No      ,                  5,                     3, No
 44,        139008,              0,                23,                9,               1,               4, No      ,                  3,                     6, No
 49,        152324,             11,                22,               11,               3,               2, No      ,                  5,                     6, No
 42,         18000,              1,                 1,               31,               2,               4, Yes     ,                  6,                     3, No
 46,        135097,             12,                27,               31,               2,               4, Yes     ,                  4,                     4, No
 44,        147197,              6,                22,               40,               3,               4, Yes     ,                  2,                     0, No
 47,        112200,             28,                28,               47,               4,               3, Yes     ,                  8,                     3, No
 45,        153896,              2,                27,               42,               1,               2, No      ,                  5,                     4, No
 33,         33070,              3,                 7,                8,               4,               3, No      ,                  7,                     4, No
 30,         53245,              4,                 7,               16,               4,               1, Yes     ,                  2,                     6, Yes
 52,        156233,             16,                33,               46,               3,               4, No      ,                  7,                     3, Yes
 34,         71956,             15,                16,               28,               3,               2, Yes     ,                  2,                     6, Yes
 42,         67304,              6,                15,               44,               2,               1, Yes     ,                  4,                     6, Yes
 28,         68975,             10,                10,               29,               1,               1, No      ,                  7,                     4, Yes
 38,        123920,              1,                20,                3,               3,               1, No      ,                  3,                     0, No
 42,        120465,             18,                24,               24,               4,               1, No      ,                  2,                     2, No
 46,         23262,              0,                 0,               42,               1,               3, No      ,                  8,                     5, No
 42,        112081,             11,                19,               33,               3,               1, Yes     ,                  8,                     4, No
 35,         75911,              4,                17,                7,               3,               4, Yes     ,                  2,                     6, No
 59,         77314,              2,                10,               11,               4,               2, No      ,                  2,                     5, No
 41,         78748,              7,                10,               43,               2,               3, No      ,                  2,                     0, No
